YEAR,STATE,ITEM,VALUE
2016,WISCONSIN,LBPERCOL,62
2016,WISCONSIN,NUMCOL,54000
2016,WISCONSIN,TOTALLB,3348000
2016,WISCONSIN,TOTALPRICE,8939000
2016,WYOMING,LBPERCOL,68
2016,WYOMING,NUMCOL,40000
2016,WYOMING,TOTALLB,2720000
2016,WYOMING,TOTALPRICE,4842000
2015,ALABAMA,LBPERCOL,47
2015,ALABAMA,NUMCOL,7000
2015,ALABAMA,TOTALLB,329000
2015,ALABAMA,TOTALPRICE,1260000
2015,ARIZONA,LBPERCOL,49
2015,ARIZONA,NUMCOL,26000
2015,ARIZONA,TOTALLB,1274000
2015,ARIZONA,TOTALPRICE,2586000
2015,ARKANSAS,LBPERCOL,72
2015,ARKANSAS,NUMCOL,24000
2015,ARKANSAS,TOTALLB,1728000
2015,ARKANSAS,TOTALPRICE,3560000
2015,CALIFORNIA,LBPERCOL,30
2015,CALIFORNIA,NUMCOL,275000
2015,CALIFORNIA,TOTALLB,8250000
2015,CALIFORNIA,TOTALPRICE,16748000
2015,COLORADO,LBPERCOL,51
2015,COLORADO,NUMCOL,29000
2015,COLORADO,TOTALLB,1479000
2015,COLORADO,TOTALPRICE,3343000
2015,FLORIDA,LBPERCOL,54
2015,FLORIDA,NUMCOL,220000
2015,FLORIDA,TOTALLB,11880000
2015,FLORIDA,TOTALPRICE,23404000
2015,GEORGIA,LBPERCOL,40
2015,GEORGIA,NUMCOL,69000
2015,GEORGIA,TOTALLB,2760000
2015,GEORGIA,TOTALPRICE,6707000
2015,HAWAII,LBPERCOL,102
2015,HAWAII,NUMCOL,16000
2015,HAWAII,TOTALLB,1632000
2015,HAWAII,TOTALPRICE,3117000
2015,IDAHO,LBPERCOL,32
2015,IDAHO,NUMCOL,89000
2015,IDAHO,TOTALLB,2848000
2015,IDAHO,TOTALPRICE,5497000
2015,ILLINOIS,LBPERCOL,51
2015,ILLINOIS,NUMCOL,8000
2015,ILLINOIS,TOTALLB,408000
2015,ILLINOIS,TOTALPRICE,1901000
2015,INDIANA,LBPERCOL,53
2015,INDIANA,NUMCOL,6000
2015,INDIANA,TOTALLB,318000
2015,INDIANA,TOTALPRICE,1027000
2015,IOWA,LBPERCOL,50
2015,IOWA,NUMCOL,36000
2015,IOWA,TOTALLB,1800000
2015,IOWA,TOTALPRICE,3960000
2015,KANSAS,LBPERCOL,36
2015,KANSAS,NUMCOL,8000
2015,KANSAS,TOTALLB,288000
2015,KANSAS,TOTALPRICE,1008000
2015,KENTUCKY,LBPERCOL,46
2015,KENTUCKY,NUMCOL,5000
2015,KENTUCKY,TOTALLB,230000
2015,KENTUCKY,TOTALPRICE,929000
2015,LOUISIANA,LBPERCOL,99
2015,LOUISIANA,NUMCOL,44000
2015,LOUISIANA,TOTALLB,4356000
2015,LOUISIANA,TOTALPRICE,8494000
2015,MAINE,LBPERCOL,47
2015,MAINE,NUMCOL,10000
2015,MAINE,TOTALLB,470000
2015,MAINE,TOTALPRICE,2552000
2015,MICHIGAN,LBPERCOL,58
2015,MICHIGAN,NUMCOL,90000
2015,MICHIGAN,TOTALLB,5220000
2015,MICHIGAN,TOTALPRICE,12737000
2015,MINNESOTA,LBPERCOL,68
2015,MINNESOTA,NUMCOL,122000
2015,MINNESOTA,TOTALLB,8296000
2015,MINNESOTA,TOTALPRICE,15265000
2015,MISSISSIPPI,LBPERCOL,83
2015,MISSISSIPPI,NUMCOL,15000
2015,MISSISSIPPI,TOTALLB,1245000
2015,MISSISSIPPI,TOTALPRICE,2988000
2015,MISSOURI,LBPERCOL,52
2015,MISSOURI,NUMCOL,10000
2015,MISSOURI,TOTALLB,520000
2015,MISSOURI,TOTALPRICE,1846000
2015,MONTANA,LBPERCOL,83
2015,MONTANA,NUMCOL,146000
2015,MONTANA,TOTALLB,12118000
2015,MONTANA,TOTALPRICE,23509000
2015,NEBRASKA,LBPERCOL,48
2015,NEBRASKA,NUMCOL,57000
2015,NEBRASKA,TOTALLB,2736000
2015,NEBRASKA,TOTALPRICE,5581000
2015,NEW JERSEY,LBPERCOL,27
2015,NEW JERSEY,NUMCOL,12000
2015,NEW JERSEY,TOTALLB,324000
2015,NEW JERSEY,TOTALPRICE,1361000
2015,NEW YORK,LBPERCOL,62
2015,NEW YORK,NUMCOL,58000
2015,NEW YORK,TOTALLB,3596000
2015,NEW YORK,TOTALPRICE,10572000
2015,NORTH CAROLINA,LBPERCOL,45
2015,NORTH CAROLINA,NUMCOL,12000
2015,NORTH CAROLINA,TOTALLB,540000
2015,NORTH CAROLINA,TOTALPRICE,2435000
2015,NORTH DAKOTA,LBPERCOL,74
2015,NORTH DAKOTA,NUMCOL,490000
2015,NORTH DAKOTA,TOTALLB,36260000
2015,NORTH DAKOTA,TOTALPRICE,65268000
2015,OHIO,LBPERCOL,50
2015,OHIO,NUMCOL,17000
2015,OHIO,TOTALLB,850000
2015,OHIO,TOTALPRICE,3060000
2015,OREGON,LBPERCOL,38
2015,OREGON,NUMCOL,71000
2015,OREGON,TOTALLB,2698000
2015,OREGON,TOTALPRICE,6556000
2015,OTHER STATES,LBPERCOL,39
2015,OTHER STATES,NUMCOL,30000
2015,OTHER STATES,TOTALLB,1168000
2015,OTHER STATES,TOTALPRICE,6120000
2015,PENNSYLVANIA,LBPERCOL,53
2015,PENNSYLVANIA,NUMCOL,17000
2015,PENNSYLVANIA,TOTALLB,901000
2015,PENNSYLVANIA,TOTALPRICE,3262000
2015,SOUTH CAROLINA,LBPERCOL,67
2015,SOUTH CAROLINA,NUMCOL,14000
2015,SOUTH CAROLINA,TOTALLB,938000
2015,SOUTH CAROLINA,TOTALPRICE,3846000
2015,SOUTH DAKOTA,LBPERCOL,66
2015,SOUTH DAKOTA,NUMCOL,290000
2015,SOUTH DAKOTA,TOTALLB,19140000
2015,SOUTH DAKOTA,TOTALPRICE,34261000
2015,TENNESSEE,LBPERCOL,59
2015,TENNESSEE,NUMCOL,7000
2015,TENNESSEE,TOTALLB,413000
2015,TENNESSEE,TOTALPRICE,1669000
2015,TEXAS,LBPERCOL,66
2015,TEXAS,NUMCOL,126000
2015,TEXAS,TOTALLB,8316000
2015,TEXAS,TOTALPRICE,17464000
2015,UTAH,LBPERCOL,42
2015,UTAH,NUMCOL,27000
2015,UTAH,TOTALLB,1134000
2015,UTAH,TOTALPRICE,2177000
2015,VERMONT,LBPERCOL,52
2015,VERMONT,NUMCOL,5000
2015,VERMONT,TOTALLB,260000
2015,VERMONT,TOTALPRICE,1100000
2015,VIRGINIA,LBPERCOL,37
2015,VIRGINIA,NUMCOL,5000
2015,VIRGINIA,TOTALLB,185000
2015,VIRGINIA,TOTALPRICE,1023000
2015,WASHINGTON,LBPERCOL,44
2015,WASHINGTON,NUMCOL,73000
2015,WASHINGTON,TOTALLB,3212000
2015,WASHINGTON,TOTALPRICE,5782000
2015,WEST VIRGINIA,LBPERCOL,35
2015,WEST VIRGINIA,NUMCOL,5000
2015,WEST VIRGINIA,TOTALLB,175000
2015,WEST VIRGINIA,TOTALPRICE,777000
2015,WISCONSIN,LBPERCOL,67
2015,WISCONSIN,NUMCOL,52000
2015,WISCONSIN,TOTALLB,3484000
2015,WISCONSIN,TOTALPRICE,8466000
2015,WYOMING,LBPERCOL,77
2015,WYOMING,NUMCOL,38000
2015,WYOMING,TOTALLB,2926000
2015,WYOMING,TOTALPRICE,5559000
2014,ALABAMA,LBPERCOL,53
2014,ALABAMA,NUMCOL,7000
2014,ALABAMA,TOTALLB,371000
2014,ALABAMA,TOTALPRICE,1310000
2014,ARIZONA,LBPERCOL,39
2014,ARIZONA,NUMCOL,26000
2014,ARIZONA,TOTALLB,1014000
2014,ARIZONA,TOTALPRICE,1947000
2014,ARKANSAS,LBPERCOL,65
2014,ARKANSAS,NUMCOL,21000
2014,ARKANSAS,TOTALLB,1365000
2014,ARKANSAS,TOTALPRICE,2785000
2014,CALIFORNIA,LBPERCOL,39
2014,CALIFORNIA,NUMCOL,320000
2014,CALIFORNIA,TOTALLB,12480000
2014,CALIFORNIA,TOTALPRICE,25709000
2014,COLORADO,LBPERCOL,37
2014,COLORADO,NUMCOL,27000
2014,COLORADO,TOTALLB,999000
2014,COLORADO,TOTALPRICE,2108000
2014,FLORIDA,LBPERCOL,60
2014,FLORIDA,NUMCOL,245000
2014,FLORIDA,TOTALLB,14700000
2014,FLORIDA,TOTALPRICE,30576000
2014,GEORGIA,LBPERCOL,62
2014,GEORGIA,NUMCOL,73000
2014,GEORGIA,TOTALLB,4526000
2014,GEORGIA,TOTALPRICE,9912000
2014,HAWAII,LBPERCOL,93
2014,HAWAII,NUMCOL,15000
2014,HAWAII,TOTALLB,1395000
2014,HAWAII,TOTALPRICE,3195000
2014,IDAHO,LBPERCOL,34
2014,IDAHO,NUMCOL,100000
2014,IDAHO,TOTALLB,3400000
2014,IDAHO,TOTALPRICE,6902000
2014,ILLINOIS,LBPERCOL,49
2014,ILLINOIS,NUMCOL,8000
2014,ILLINOIS,TOTALLB,392000
2014,ILLINOIS,TOTALPRICE,1611000
2014,INDIANA,LBPERCOL,62
2014,INDIANA,NUMCOL,5000
2014,INDIANA,TOTALLB,310000
2014,INDIANA,TOTALPRICE,989000
2014,IOWA,LBPERCOL,43
2014,IOWA,NUMCOL,35000
2014,IOWA,TOTALLB,1505000
2014,IOWA,TOTALPRICE,3627000
2014,KANSAS,LBPERCOL,75
2014,KANSAS,NUMCOL,7000
2014,KANSAS,TOTALLB,525000
2014,KANSAS,TOTALPRICE,1250000
2014,KENTUCKY,LBPERCOL,47
2014,KENTUCKY,NUMCOL,5000
2014,KENTUCKY,TOTALLB,235000
2014,KENTUCKY,TOTALPRICE,931000
2014,LOUISIANA,LBPERCOL,84
2014,LOUISIANA,NUMCOL,48000
2014,LOUISIANA,TOTALLB,4032000
2014,LOUISIANA,TOTALPRICE,8790000
2014,MAINE,LBPERCOL,47
2014,MAINE,NUMCOL,8000
2014,MAINE,TOTALLB,376000
2014,MAINE,TOTALPRICE,1876000
2014,MICHIGAN,LBPERCOL,63
2014,MICHIGAN,NUMCOL,91000
2014,MICHIGAN,TOTALLB,5733000
2014,MICHIGAN,TOTALPRICE,14275000
2014,MINNESOTA,LBPERCOL,60
2014,MINNESOTA,NUMCOL,132000
2014,MINNESOTA,TOTALLB,7920000
2014,MINNESOTA,TOTALPRICE,16315000
2014,MISSISSIPPI,LBPERCOL,112
2014,MISSISSIPPI,NUMCOL,20000
2014,MISSISSIPPI,TOTALLB,2240000
2014,MISSISSIPPI,TOTALPRICE,4502000
2014,MISSOURI,LBPERCOL,47
2014,MISSOURI,NUMCOL,12000
2014,MISSOURI,TOTALLB,564000
2014,MISSOURI,TOTALPRICE,2047000
2014,MONTANA,LBPERCOL,88
2014,MONTANA,NUMCOL,162000
2014,MONTANA,TOTALLB,14256000
2014,MONTANA,TOTALPRICE,29795000
2014,NEBRASKA,LBPERCOL,75
2014,NEBRASKA,NUMCOL,50000
2014,NEBRASKA,TOTALLB,3750000
2014,NEBRASKA,TOTALPRICE,7650000
2014,NEW JERSEY,LBPERCOL,30
2014,NEW JERSEY,NUMCOL,12000
2014,NEW JERSEY,TOTALLB,360000
2014,NEW JERSEY,TOTALPRICE,1127000
2014,NEW YORK,LBPERCOL,55
2014,NEW YORK,NUMCOL,60000
2014,NEW YORK,TOTALLB,3300000
2014,NEW YORK,TOTALPRICE,9339000
2014,NORTH CAROLINA,LBPERCOL,43
2014,NORTH CAROLINA,NUMCOL,12000
2014,NORTH CAROLINA,TOTALLB,516000
2014,NORTH CAROLINA,TOTALPRICE,1801000
2014,NORTH DAKOTA,LBPERCOL,86
2014,NORTH DAKOTA,NUMCOL,490000
2014,NORTH DAKOTA,TOTALLB,42140000
2014,NORTH DAKOTA,TOTALPRICE,83859000
2014,OHIO,LBPERCOL,61
2014,OHIO,NUMCOL,15000
2014,OHIO,TOTALLB,915000
2014,OHIO,TOTALPRICE,3276000
2014,OREGON,LBPERCOL,40
2014,OREGON,NUMCOL,71000
2014,OREGON,TOTALLB,2840000
2014,OREGON,TOTALPRICE,6248000
2014,OTHER STATES,LBPERCOL,45
2014,OTHER STATES,NUMCOL,31000
2014,OTHER STATES,TOTALLB,1404000
2014,OTHER STATES,TOTALPRICE,5153000
2014,PENNSYLVANIA,LBPERCOL,46
2014,PENNSYLVANIA,NUMCOL,17000
2014,PENNSYLVANIA,TOTALLB,782000
2014,PENNSYLVANIA,TOTALPRICE,2276000
2014,SOUTH CAROLINA,LBPERCOL,54
2014,SOUTH CAROLINA,NUMCOL,9000
2014,SOUTH CAROLINA,TOTALLB,486000
2014,SOUTH CAROLINA,TOTALPRICE,1929000
2014,SOUTH DAKOTA,LBPERCOL,87
2014,SOUTH DAKOTA,NUMCOL,280000
2014,SOUTH DAKOTA,TOTALLB,24360000
2014,SOUTH DAKOTA,TOTALPRICE,50669000
2014,TENNESSEE,LBPERCOL,63
2014,TENNESSEE,NUMCOL,7000
2014,TENNESSEE,TOTALLB,441000
2014,TENNESSEE,TOTALPRICE,1658000
2014,TEXAS,LBPERCOL,78
2014,TEXAS,NUMCOL,116000
2014,TEXAS,TOTALLB,9048000
2014,TEXAS,TOTALPRICE,20268000
2014,UTAH,LBPERCOL,28
2014,UTAH,NUMCOL,29000
2014,UTAH,TOTALLB,812000
2014,UTAH,TOTALPRICE,1730000
2014,VERMONT,LBPERCOL,58
2014,VERMONT,NUMCOL,4000
2014,VERMONT,TOTALLB,232000
2014,VERMONT,TOTALPRICE,1134000
2014,VIRGINIA,LBPERCOL,38
2014,VIRGINIA,NUMCOL,6000
2014,VIRGINIA,TOTALLB,228000
2014,VIRGINIA,TOTALPRICE,1067000
2014,WASHINGTON,LBPERCOL,44
2014,WASHINGTON,NUMCOL,68000
2014,WASHINGTON,TOTALLB,2992000
2014,WASHINGTON,TOTALPRICE,7809000
2014,WEST VIRGINIA,LBPERCOL,31
2014,WEST VIRGINIA,NUMCOL,6000
2014,WEST VIRGINIA,TOTALLB,186000
2014,WEST VIRGINIA,TOTALPRICE,757000
2014,WISCONSIN,LBPERCOL,54
2014,WISCONSIN,NUMCOL,53000
2014,WISCONSIN,TOTALLB,2862000
2014,WISCONSIN,TOTALPRICE,6812000
2014,WYOMING,LBPERCOL,61
2014,WYOMING,NUMCOL,38000
2014,WYOMING,TOTALLB,2318000
2014,WYOMING,TOTALPRICE,4821000
2013,ALABAMA,LBPERCOL,52
2013,ALABAMA,NUMCOL,7000
2013,ALABAMA,TOTALLB,364000
2013,ALABAMA,TOTALPRICE,1037000
2013,ARIZONA,LBPERCOL,36
2013,ARIZONA,NUMCOL,29000
2013,ARIZONA,TOTALLB,1044000
2013,ARIZONA,TOTALPRICE,2046000
2013,ARKANSAS,LBPERCOL,60
2013,ARKANSAS,NUMCOL,22000
2013,ARKANSAS,TOTALLB,1320000
2013,ARKANSAS,TOTALPRICE,2666000
2013,CALIFORNIA,LBPERCOL,33
2013,CALIFORNIA,NUMCOL,330000
2013,CALIFORNIA,TOTALLB,10890000
2013,CALIFORNIA,TOTALPRICE,22978000
2013,COLORADO,LBPERCOL,43
2013,COLORADO,NUMCOL,26000
2013,COLORADO,TOTALLB,1118000
2013,COLORADO,TOTALPRICE,2348000
2013,FLORIDA,LBPERCOL,61
2013,FLORIDA,NUMCOL,220000
2013,FLORIDA,TOTALLB,13420000
2013,FLORIDA,TOTALPRICE,27243000
2013,GEORGIA,LBPERCOL,50
2013,GEORGIA,NUMCOL,67000
2013,GEORGIA,TOTALLB,3350000
2013,GEORGIA,TOTALPRICE,7571000
2013,HAWAII,LBPERCOL,83
2013,HAWAII,NUMCOL,13000
2013,HAWAII,TOTALLB,1079000
2013,HAWAII,TOTALPRICE,2126000
2013,IDAHO,LBPERCOL,32
2013,IDAHO,NUMCOL,83000
2013,IDAHO,TOTALLB,2656000
2013,IDAHO,TOTALPRICE,5365000
2013,ILLINOIS,LBPERCOL,48
2013,ILLINOIS,NUMCOL,7000
2013,ILLINOIS,TOTALLB,336000
2013,ILLINOIS,TOTALPRICE,1408000
2013,INDIANA,LBPERCOL,47
2013,INDIANA,NUMCOL,6000
2013,INDIANA,TOTALLB,282000
2013,INDIANA,TOTALPRICE,781000
2013,IOWA,LBPERCOL,48
2013,IOWA,NUMCOL,39000
2013,IOWA,TOTALLB,1872000
2013,IOWA,TOTALPRICE,4586000
2013,KANSAS,LBPERCOL,46
2013,KANSAS,NUMCOL,6000
2013,KANSAS,TOTALLB,276000
2013,KANSAS,TOTALPRICE,690000
2013,KENTUCKY,LBPERCOL,41
2013,KENTUCKY,NUMCOL,3000
2013,KENTUCKY,TOTALLB,123000
2013,KENTUCKY,TOTALPRICE,400000
2013,LOUISIANA,LBPERCOL,98
2013,LOUISIANA,NUMCOL,50000
2013,LOUISIANA,TOTALLB,4900000
2013,LOUISIANA,TOTALPRICE,9261000
2013,MAINE,LBPERCOL,43
2013,MAINE,NUMCOL,7000
2013,MAINE,TOTALLB,301000
2013,MAINE,TOTALPRICE,945000
2013,MICHIGAN,LBPERCOL,55
2013,MICHIGAN,NUMCOL,85000
2013,MICHIGAN,TOTALLB,4675000
2013,MICHIGAN,TOTALPRICE,10098000
2013,MINNESOTA,LBPERCOL,58
2013,MINNESOTA,NUMCOL,130000
2013,MINNESOTA,TOTALLB,7540000
2013,MINNESOTA,TOTALPRICE,15005000
2013,MISSISSIPPI,LBPERCOL,116
2013,MISSISSIPPI,NUMCOL,17000
2013,MISSISSIPPI,TOTALLB,1972000
2013,MISSISSIPPI,TOTALPRICE,3668000
2013,MISSOURI,LBPERCOL,47
2013,MISSOURI,NUMCOL,10000
2013,MISSOURI,TOTALLB,470000
2013,MISSOURI,TOTALPRICE,1231000
2013,MONTANA,LBPERCOL,94
2013,MONTANA,NUMCOL,159000
2013,MONTANA,TOTALLB,14946000
2013,MONTANA,TOTALPRICE,31237000
2013,NEBRASKA,LBPERCOL,60
2013,NEBRASKA,NUMCOL,46000
2013,NEBRASKA,TOTALLB,2760000
2013,NEBRASKA,TOTALPRICE,5713000
2013,NEW JERSEY,LBPERCOL,44
2013,NEW JERSEY,NUMCOL,11000
2013,NEW JERSEY,TOTALLB,484000
2013,NEW JERSEY,TOTALPRICE,2028000
2013,NEW YORK,LBPERCOL,48
2013,NEW YORK,NUMCOL,55000
2013,NEW YORK,TOTALLB,2640000
2013,NEW YORK,TOTALPRICE,5597000
2013,NORTH CAROLINA,LBPERCOL,38
2013,NORTH CAROLINA,NUMCOL,10000
2013,NORTH CAROLINA,TOTALLB,380000
2013,NORTH CAROLINA,TOTALPRICE,1395000
2013,NORTH DAKOTA,LBPERCOL,69
2013,NORTH DAKOTA,NUMCOL,480000
2013,NORTH DAKOTA,TOTALLB,33120000
2013,NORTH DAKOTA,TOTALPRICE,67565000
2013,OHIO,LBPERCOL,45
2013,OHIO,NUMCOL,17000
2013,OHIO,TOTALLB,765000
2013,OHIO,TOTALPRICE,2517000
2013,OREGON,LBPERCOL,35
2013,OREGON,NUMCOL,62000
2013,OREGON,TOTALLB,2170000
2013,OREGON,TOTALPRICE,5186000
2013,OTHER STATES,LBPERCOL,39
2013,OTHER STATES,NUMCOL,33000
2013,OTHER STATES,TOTALLB,1295000
2013,OTHER STATES,TOTALPRICE,4960000
2013,PENNSYLVANIA,LBPERCOL,45
2013,PENNSYLVANIA,NUMCOL,13000
2013,PENNSYLVANIA,TOTALLB,585000
2013,PENNSYLVANIA,TOTALPRICE,1773000
2013,SOUTH DAKOTA,LBPERCOL,56
2013,SOUTH DAKOTA,NUMCOL,265000
2013,SOUTH DAKOTA,TOTALLB,14840000
2013,SOUTH DAKOTA,TOTALPRICE,30719000
2013,TENNESSEE,LBPERCOL,45
2013,TENNESSEE,NUMCOL,7000
2013,TENNESSEE,TOTALLB,315000
2013,TENNESSEE,TOTALPRICE,1118000
2013,TEXAS,LBPERCOL,59
2013,TEXAS,NUMCOL,106000
2013,TEXAS,TOTALLB,6254000
2013,TEXAS,TOTALPRICE,13133000
2013,UTAH,LBPERCOL,34
2013,UTAH,NUMCOL,30000
2013,UTAH,TOTALLB,1020000
2013,UTAH,TOTALPRICE,2132000
2013,VERMONT,LBPERCOL,51
2013,VERMONT,NUMCOL,4000
2013,VERMONT,TOTALLB,204000
2013,VERMONT,TOTALPRICE,794000
2013,VIRGINIA,LBPERCOL,35
2013,VIRGINIA,NUMCOL,5000
2013,VIRGINIA,TOTALLB,175000
2013,VIRGINIA,TOTALPRICE,788000
2013,WASHINGTON,LBPERCOL,39
2013,WASHINGTON,NUMCOL,69000
2013,WASHINGTON,TOTALLB,2691000
2013,WASHINGTON,TOTALPRICE,6189000
2013,WEST VIRGINIA,LBPERCOL,46
2013,WEST VIRGINIA,NUMCOL,6000
2013,WEST VIRGINIA,TOTALLB,276000
2013,WEST VIRGINIA,TOTALPRICE,1010000
2013,WISCONSIN,LBPERCOL,60
2013,WISCONSIN,NUMCOL,59000
2013,WISCONSIN,TOTALLB,3540000
2013,WISCONSIN,TOTALPRICE,8425000
2013,WYOMING,LBPERCOL,66
2013,WYOMING,NUMCOL,47000
2013,WYOMING,TOTALLB,3102000
2013,WYOMING,TOTALPRICE,6545000
2012,ALABAMA,LBPERCOL,54
2012,ALABAMA,NUMCOL,8000
2012,ALABAMA,TOTALLB,432000
2012,ALABAMA,TOTALPRICE,1067000
2012,ARIZONA,LBPERCOL,46
2012,ARIZONA,NUMCOL,22000
2012,ARIZONA,TOTALLB,1012000
2012,ARIZONA,TOTALPRICE,1811000
2012,ARKANSAS,LBPERCOL,63
2012,ARKANSAS,NUMCOL,25000
2012,ARKANSAS,TOTALLB,1575000
2012,ARKANSAS,TOTALPRICE,3119000
2012,CALIFORNIA,LBPERCOL,35
2012,CALIFORNIA,NUMCOL,330000
2012,CALIFORNIA,TOTALLB,11550000
2012,CALIFORNIA,TOTALPRICE,22407000
2012,COLORADO,LBPERCOL,48
2012,COLORADO,NUMCOL,25000
2012,COLORADO,TOTALLB,1200000
2012,COLORADO,TOTALPRICE,2484000
2012,FLORIDA,LBPERCOL,64
2012,FLORIDA,NUMCOL,193000
2012,FLORIDA,TOTALLB,12352000
2012,FLORIDA,TOTALPRICE,22728000
2012,GEORGIA,LBPERCOL,51
2012,GEORGIA,NUMCOL,59000
2012,GEORGIA,TOTALLB,3009000
2012,GEORGIA,TOTALPRICE,5777000
2012,HAWAII,LBPERCOL,75
2012,HAWAII,NUMCOL,10000
2012,HAWAII,TOTALLB,750000
2012,HAWAII,TOTALPRICE,3113000
2012,IDAHO,LBPERCOL,32
2012,IDAHO,NUMCOL,92000
2012,IDAHO,TOTALLB,2944000
2012,IDAHO,TOTALPRICE,4799000
2012,ILLINOIS,LBPERCOL,61
2012,ILLINOIS,NUMCOL,7000
2012,ILLINOIS,TOTALLB,427000
2012,ILLINOIS,TOTALPRICE,1516000
2012,INDIANA,LBPERCOL,59
2012,INDIANA,NUMCOL,8000
2012,INDIANA,TOTALLB,472000
2012,INDIANA,TOTALPRICE,1199000
2012,IOWA,LBPERCOL,61
2012,IOWA,NUMCOL,37000
2012,IOWA,TOTALLB,2257000
2012,IOWA,TOTALPRICE,4898000
2012,KANSAS,LBPERCOL,55
2012,KANSAS,NUMCOL,6000
2012,KANSAS,TOTALLB,330000
2012,KANSAS,TOTALPRICE,752000
2012,KENTUCKY,LBPERCOL,51
2012,KENTUCKY,NUMCOL,5000
2012,KENTUCKY,TOTALLB,255000
2012,KENTUCKY,TOTALPRICE,803000
2012,LOUISIANA,LBPERCOL,86
2012,LOUISIANA,NUMCOL,41000
2012,LOUISIANA,TOTALLB,3526000
2012,LOUISIANA,TOTALPRICE,6453000
2012,MAINE,LBPERCOL,34
2012,MAINE,NUMCOL,4000
2012,MAINE,TOTALLB,136000
2012,MAINE,TOTALPRICE,325000
2012,MICHIGAN,LBPERCOL,57
2012,MICHIGAN,NUMCOL,73000
2012,MICHIGAN,TOTALLB,4161000
2012,MICHIGAN,TOTALPRICE,8447000
2012,MINNESOTA,LBPERCOL,67
2012,MINNESOTA,NUMCOL,125000
2012,MINNESOTA,TOTALLB,8375000
2012,MINNESOTA,TOTALPRICE,16080000
2012,MISSISSIPPI,LBPERCOL,118
2012,MISSISSIPPI,NUMCOL,18000
2012,MISSISSIPPI,TOTALLB,2124000
2012,MISSISSIPPI,TOTALPRICE,3759000
2012,MISSOURI,LBPERCOL,53
2012,MISSOURI,NUMCOL,7000
2012,MISSOURI,TOTALLB,371000
2012,MISSOURI,TOTALPRICE,1039000
2012,MONTANA,LBPERCOL,52
2012,MONTANA,NUMCOL,145000
2012,MONTANA,TOTALLB,7540000
2012,MONTANA,TOTALPRICE,14703000
2012,NEBRASKA,LBPERCOL,65
2012,NEBRASKA,NUMCOL,43000
2012,NEBRASKA,TOTALLB,2795000
2012,NEBRASKA,TOTALPRICE,5394000
2012,NEW JERSEY,LBPERCOL,33
2012,NEW JERSEY,NUMCOL,14000
2012,NEW JERSEY,TOTALLB,462000
2012,NEW JERSEY,TOTALPRICE,910000
2012,NEW MEXICO,LBPERCOL,52
2012,NEW MEXICO,NUMCOL,5000
2012,NEW MEXICO,TOTALLB,260000
2012,NEW MEXICO,TOTALPRICE,881000
2012,NEW YORK,LBPERCOL,51
2012,NEW YORK,NUMCOL,51000
2012,NEW YORK,TOTALLB,2601000
2012,NEW YORK,TOTALPRICE,5800000
2012,NORTH CAROLINA,LBPERCOL,39
2012,NORTH CAROLINA,NUMCOL,13000
2012,NORTH CAROLINA,TOTALLB,507000
2012,NORTH CAROLINA,TOTALPRICE,1906000
2012,NORTH DAKOTA,LBPERCOL,69
2012,NORTH DAKOTA,NUMCOL,480000
2012,NORTH DAKOTA,TOTALLB,33120000
2012,NORTH DAKOTA,TOTALPRICE,63590000
2012,OHIO,LBPERCOL,60
2012,OHIO,NUMCOL,18000
2012,OHIO,TOTALLB,1080000
2012,OHIO,TOTALPRICE,2657000
2012,OREGON,LBPERCOL,32
2012,OREGON,NUMCOL,60000
2012,OREGON,TOTALLB,1920000
2012,OREGON,TOTALPRICE,4147000
2012,OTHER STATES,LBPERCOL,46
2012,OTHER STATES,NUMCOL,30000
2012,OTHER STATES,TOTALLB,1389000
2012,OTHER STATES,TOTALPRICE,4320000
2012,PENNSYLVANIA,LBPERCOL,60
2012,PENNSYLVANIA,NUMCOL,16000
2012,PENNSYLVANIA,TOTALLB,960000
2012,PENNSYLVANIA,TOTALPRICE,2467000
2012,SOUTH DAKOTA,LBPERCOL,63
2012,SOUTH DAKOTA,NUMCOL,260000
2012,SOUTH DAKOTA,TOTALLB,16380000
2012,SOUTH DAKOTA,TOTALPRICE,31941000
2012,TENNESSEE,LBPERCOL,61
2012,TENNESSEE,NUMCOL,6000
2012,TENNESSEE,TOTALLB,366000
2012,TENNESSEE,TOTALPRICE,1072000
2012,TEXAS,LBPERCOL,52
2012,TEXAS,NUMCOL,92000
2012,TEXAS,TOTALLB,4784000
2012,TEXAS,TOTALPRICE,9568000
2012,UTAH,LBPERCOL,38
2012,UTAH,NUMCOL,25000
2012,UTAH,TOTALLB,950000
2012,UTAH,TOTALPRICE,1777000
2012,VERMONT,LBPERCOL,60
2012,VERMONT,NUMCOL,4000
2012,VERMONT,TOTALLB,240000
2012,VERMONT,TOTALPRICE,574000
2012,VIRGINIA,LBPERCOL,41
2012,VIRGINIA,NUMCOL,4000
2012,VIRGINIA,TOTALLB,164000
2012,VIRGINIA,TOTALPRICE,618000
2012,WASHINGTON,LBPERCOL,41
2012,WASHINGTON,NUMCOL,62000
2012,WASHINGTON,TOTALLB,2542000
2012,WASHINGTON,TOTALPRICE,6050000
2012,WEST VIRGINIA,LBPERCOL,48
2012,WEST VIRGINIA,NUMCOL,6000
2012,WEST VIRGINIA,TOTALLB,288000
