LAT,LON,YEAR,MONTH,STATE,HUMIDITY,PRECIP,RADIATION,SFCWIND,TEMP
33.75,-80.75,2021,2,SOUTH CAROLINA,72.956856,87.219501,174.22305,3.3434074,7.305481
33.75,-80.75,2021,3,SOUTH CAROLINA,74.7406,67.831872,213.22838,3.1891322,12.6684265
33.75,-80.75,2021,4,SOUTH CAROLINA,74.10408,93.128364,250.9066,2.9681635,14.955109
33.75,-80.75,2021,5,SOUTH CAROLINA,77.433525,124.06005,253.15115,2.9321964,21.30542
33.75,-80.75,2021,6,SOUTH CAROLINA,82.465164,197.561331,262.62405,2.4193084,22.122833
33.75,-80.75,2021,7,SOUTH CAROLINA,84.98807,229.49328,240.3073,2.3841093,24.111359
33.75,-80.75,2021,8,SOUTH CAROLINA,87.4843,221.377215,229.36577,2.236919,23.989502
33.75,-80.75,2021,9,SOUTH CAROLINA,84.65981,92.456889,203.41035,2.1202385,22.4003
33.75,-80.75,2021,10,SOUTH CAROLINA,78.134544,75.704505,194.94609,2.5432518,15.41806
33.75,-80.75,2021,11,SOUTH CAROLINA,81.685974,74.3436,128.63742,2.8105903,13.122833
33.75,-80.75,2021,12,SOUTH CAROLINA,80.3834,64.458504,119.68068,2.8692138,7.8132935
33.75,-80.75,2022,1,SOUTH CAROLINA,73.61612,65.616702,124.20529,2.947036,4.615448
33.75,-80.75,2022,2,SOUTH CAROLINA,80.65894,103.214928,148.88979,2.8075035,11.760651
33.75,-80.75,2022,3,SOUTH CAROLINA,78.33096,68.215035,195.47699,3.0229194,14.959259
33.75,-80.75,2022,4,SOUTH CAROLINA,82.232506,167.26029,185.11691,2.8928733,16.037292
33.75,-80.75,2022,5,SOUTH CAROLINA,80.61008,102.134499,242.66293,2.89342,20.250824
33.75,-80.75,2022,6,SOUTH CAROLINA,77.00665,76.097223,297.28653,2.794373,24.24649
33.75,-80.75,2022,7,SOUTH CAROLINA,75.09388,182.99595,253.15837,2.4225903,25.252563
33.75,-80.75,2022,8,SOUTH CAROLINA,79.17147,125.16198,255.60478,2.177935,24.062714
33.75,-80.75,2022,9,SOUTH CAROLINA,69.98367,31.34862,215.80261,2.2936053,22.30719
33.75,-80.75,2022,10,SOUTH CAROLINA,67.0687,37.147263,179.47955,2.876507,16.422058
33.75,-80.75,2022,11,SOUTH CAROLINA,71.87017,8.367207,148.48727,2.6299398,11.597107
33.75,-80.75,2022,12,SOUTH CAROLINA,76.326324,95.50197,116.07713,3.3298259,8.247711
33.75,-80.75,2023,1,SOUTH CAROLINA,74.309906,83.231133,130.2232,3.0187876,5.5787354
33.75,-80.75,2023,2,SOUTH CAROLINA,73.72818,146.099538,160.7957,3.538332,8.20871
33.75,-80.75,2023,3,SOUTH CAROLINA,75.25396,46.403793,202.17863,3.126311,13.597229
33.75,-80.75,2023,4,SOUTH CAROLINA,70.90076,58.327551,238.67938,2.975263,15.6710205
33.75,-80.75,2023,5,SOUTH CAROLINA,76.98361,154.737855,258.92526,2.8131428,20.514282
33.75,-80.75,2023,6,SOUTH CAROLINA,76.36563,131.088309,265.30887,2.6087854,24.38681
33.75,-80.75,2023,7,SOUTH CAROLINA,68.13055,82.338609,305.01648,2.3682308,26.621643
33.75,-80.75,2023,8,SOUTH CAROLINA,80.52831,216.415902,227.8292,2.3204532,25.961304
33.75,-80.75,2023,9,SOUTH CAROLINA,76.43934,45.399831,235.53061,2.3789766,22.9245
33.75,-80.75,2023,10,SOUTH CAROLINA,76.7747,94.37253,144.51709,3.2152433,17.70694
33.75,-80.75,2023,11,SOUTH CAROLINA,80.72101,130.404984,129.68002,2.8907688,12.476959
33.75,-80.75,2023,12,SOUTH CAROLINA,78.33303,91.906299,127.10276,2.8610187,6.6005554
33.75,-80.75,2024,1,SOUTH CAROLINA,78.732574,66.367515,131.55289,2.7760684,5.8760986
33.75,-80.75,2024,2,SOUTH CAROLINA,70.67158,112.975152,166.90817,3.7828362,8.16214
33.75,-80.75,2024,3,SOUTH CAROLINA,73.76888,39.217461,208.26512,3.3347695,9.951508
33.75,-80.75,2024,4,SOUTH CAROLINA,71.48959,79.333956,245.89508,3.460508,16.17981
33.75,-80.75,2024,5,SOUTH CAROLINA,73.68177,93.645009,277.45517,2.6237543,20.368683
33.75,-80.75,2024,6,SOUTH CAROLINA,72.89183,84.535611,273.04474,2.3952847,23.858826
33.75,-80.75,2024,7,SOUTH CAROLINA,74.12028,212.415375,277.80112,2.110264,25.795319
33.75,-80.75,2024,8,SOUTH CAROLINA,79.58076,137.15157,263.11365,2.095595,26.095032
33.75,-80.75,2024,9,SOUTH CAROLINA,79.664474,116.05392,214.42744,2.3184745,21.745117
33.75,-80.75,2024,10,SOUTH CAROLINA,77.39867,82.56969,177.36214,2.3418033,16.225006
33.75,-80.75,2024,11,SOUTH CAROLINA,68.82613,19.6520448,155.15631,3.208861,10.056976
33.75,-80.75,2024,12,SOUTH CAROLINA,81.38716,106.830111,119.14889,2.5302417,7.9535522
33.75,-80.75,2025,1,SOUTH CAROLINA,70.62719,49.615122,136.93744,3.8281615,6.4808044
33.75,-80.75,2025,2,SOUTH CAROLINA,73.410645,80.082522,163.8503,2.9942796,6.877533
33.75,-80.75,2025,3,SOUTH CAROLINA,70.12729,48.743544,228.20462,3.5444438,11.979279
33.75,-80.75,2025,4,SOUTH CAROLINA,70.68882,47.584812,237.09386,3.2994537,18.290192
33.75,-80.75,2025,5,SOUTH CAROLINA,69.64643,65.595123,287.2502,2.7008944,20.45224
33.75,-80.75,2025,6,SOUTH CAROLINA,61.312607,82.57002,290.82132,3.0823176,24.326233
33.75,-80.75,2025,7,SOUTH CAROLINA,81.09558,275.81109,246.71385,2.3347025,25.28366
33.75,-80.75,2025,8,SOUTH CAROLINA,67.37037,40.118769,274.63892,2.8269484,25.714142
33.75,-80.75,2025,9,SOUTH CAROLINA,64.792046,48.887643,231.21126,2.5691662,22.685364
33.75,-80.75,2025,10,SOUTH CAROLINA,70.46812,74.798334,176.04573,2.8853605,17.544983
33.75,-80.75,2025,11,SOUTH CAROLINA,75.47814,122.086215,136.89462,3.4937415,11.8654785
33.75,-80.75,2025,12,SOUTH CAROLINA,79.85491,148.302498,107.20143,3.053252,9.718262
33.75,-80.75,2026,1,SOUTH CAROLINA,85.582115,99.733779,100.884674,2.7682233,10.266022
33.75,-80.75,2026,2,SOUTH CAROLINA,83.57205,94.321455,133.73651,3.0765522,15.094177
33.75,-80.75,2026,3,SOUTH CAROLINA,70.80251,101.594166,221.59784,3.560088,11.507751
33.75,-80.75,2026,4,SOUTH CAROLINA,68.65563,33.675954,263.74692,2.9073327,16.764832
33.75,-80.75,2026,5,SOUTH CAROLINA,74.24484,133.53195,248.5036,2.8346145,19.902344
33.75,-80.75,2026,6,SOUTH CAROLINA,80.03123,181.29243,275.30292,2.2569804,23.31009
33.75,-80.75,2026,7,SOUTH CAROLINA,83.824066,283.070355,260.7226,2.7310061,24.886292
33.75,-80.75,2026,8,SOUTH CAROLINA,84.77922,119.16375,230.12027,2.4406462,23.469696
33.75,-80.75,2026,9,SOUTH CAROLINA,79.67578,62.660679,226.10971,2.2309256,22.258575
33.75,-80.75,2026,10,SOUTH CAROLINA,80.10774,103.945062,166.34036,3.0414863,17.795868
33.75,-80.75,2026,11,SOUTH CAROLINA,77.15276,41.569665,143.16277,2.8058138,9.1579895
33.75,-80.75,2026,12,SOUTH CAROLINA,81.418465,70.855758,118.52355,3.0726693,9.422607
33.75,-80.75,2027,1,SOUTH CAROLINA,80.87955,79.827369,122.55615,3.283737,11.191315
33.75,-80.75,2027,2,SOUTH CAROLINA,77.365944,120.22947,150.94106,2.9713662,8.680969
33.75,-80.75,2027,3,SOUTH CAROLINA,71.59899,65.407905,210.54163,3.8724597,12.674042
33.75,-80.75,2027,4,SOUTH CAROLINA,74.15631,68.424039,271.95508,2.7611482,16.747955
33.75,-80.75,2027,5,SOUTH CAROLINA,72.48915,89.014248,275.06906,2.8460598,20.02829
33.75,-80.75,2027,6,SOUTH CAROLINA,83.777626,157.86426,223.28764,2.511655,22.521576
33.75,-80.75,2027,7,SOUTH CAROLINA,82.98477,239.47224,256.45477,2.7523239,24.588318
33.75,-80.75,2027,8,SOUTH CAROLINA,80.56096,156.35706,244.06723,2.3271918,24.285461
33.75,-80.75,2027,9,SOUTH CAROLINA,83.16173,105.691086,200.40541,2.2847645,21.513885
33.75,-80.75,2027,10,SOUTH CAROLINA,79.85433,48.737289,168.04002,2.0955791,17.962067
33.75,-80.75,2027,11,SOUTH CAROLINA,79.53027,87.506361,118.1001,3.543712,14.189667
33.75,-80.75,2027,12,SOUTH CAROLINA,79.5458,105.727071,106.74555,3.1732707,8.4913025
33.75,-80.75,2028,1,SOUTH CAROLINA,80.70941,144.012852,129.88359,3.0787306,7.6347656
33.75,-80.75,2028,2,SOUTH CAROLINA,75.276924,148.7043,137.981,3.163844,9.428192
33.75,-80.75,2028,3,SOUTH CAROLINA,77.520676,98.79786,208.88058,3.1727376,12.182526
33.75,-80.75,2028,4,SOUTH CAROLINA,70.92213,42.122727,276.97717,3.0390096,15.336243
33.75,-80.75,2028,5,SOUTH CAROLINA,65.9015,34.537908,266.32635,2.6959898,23.403687
33.75,-80.75,2028,6,SOUTH CAROLINA,71.55356,169.313022,259.89954,2.606481,24.643677
33.75,-80.75,2028,7,SOUTH CAROLINA,76.008194,136.269678,289.19894,2.2890816,25.890839
33.75,-80.75,2028,8,SOUTH CAROLINA,78.345955,135.765909,262.48642,2.411686,25.438263
33.75,-80.75,2028,9,SOUTH CAROLINA,65.518654,43.762785,252.15976,2.251255,22.042206
33.75,-80.75,2028,10,SOUTH CAROLINA,60.146614,19.783098,189.88356,2.5078647,18.671051
33.75,-80.75,2028,11,SOUTH CAROLINA,73.891304,67.766205,143.40164,2.7172036,10.580566
33.75,-80.75,2028,12,SOUTH CAROLINA,75.91805,73.62891,107.777565,3.2404761,9.945068
33.75,-80.75,2029,1,SOUTH CAROLINA,78.60396,103.55379,132.71825,3.2156663,7.370178
33.75,-80.75,2029,2,SOUTH CAROLINA,79.78237,53.538834,171.09871,2.2720947,9.730804
33.75,-80.75,2029,3,SOUTH CAROLINA,68.87486,71.982372,208.33441,3.4516437,11.799896
33.75,-80.75,2029,4,SOUTH CAROLINA,66.53767,18.051162,266.67508,3.0881965,15.876221
33.75,-80.75,2029,5,SOUTH CAROLINA,62.736217,60.766152,274.0762,3.296678,18.518372
33.75,-80.75,2029,6,SOUTH CAROLINA,82.1607,201.61683,244.84601,2.509254,22.914917
33.75,-80.75,2029,7,SOUTH CAROLINA,76.76877,150.784551,271.4941,2.7212045,24.755829
33.75,-80.75,2029,8,SOUTH CAROLINA,68.5311,56.137593,281.5706,2.3524966,26.50592
33.75,-80.75,2029,9,SOUTH CAROLINA,70.21547,77.818758,217.59369,2.6001694,25.44104
33.75,-80.75,2029,10,SOUTH CAROLINA,74.947044,47.480958,179.54118,2.364161,17.580078
33.75,-80.75,2029,11,SOUTH CAROLINA,70.42539,76.55547,136.43681,2.3757412,11.709839
33.75,-80.75,2029,12,SOUTH CAROLINA,74.318726,55.747038,123.890434,3.3973212,7.2649536
33.75,-80.75,2030,1,SOUTH CAROLINA,72.188034,88.524735,130.3733,3.3231874,6.6280518
33.75,-80.75,2030,2,SOUTH CAROLINA,78.66842,70.452768,157.19725,3.2948005,10.674255
33.75,-80.75,2030,3,SOUTH CAROLINA,78.61582,71.792163,173.29277,3.0566635,16.723663
33.75,-80.75,2030,4,SOUTH CAROLINA,67.959465,18.516117,246.74962,3.2066827,16.286957
33.75,-80.75,2030,5,SOUTH CAROLINA,75.351814,115.326246,263.21262,2.7779324,20.408325
33.75,-80.75,2030,6,SOUTH CAROLINA,72.72608,133.284,287.89783,2.6606479,25.487518
33.75,-80.75,2030,7,SOUTH CAROLINA,75.932175,168.005919,278.94174,2.5919945,26.742035
33.75,-80.75,2030,8,SOUTH CAROLINA,85.75715,258.34995,199.13147,2.3574302,24.269836
33.75,-80.75,2030,9,SOUTH CAROLINA,79.42839,65.521494,223.55038,2.3329415,20.70047
33.75,-80.75,2030,10,SOUTH CAROLINA,76.42965,51.123726,183.75351,2.5075636,15.590088
33.75,-80.75,2030,11,SOUTH CAROLINA,77.18175,28.72038,144.73033,2.5750568,9.990814
33.75,-80.75,2030,12,SOUTH CAROLINA,73.46127,48.47406,128.48994,3.1679258,7.0349426
34.75,-111.25,2020,1,ARIZONA,65.52228,21.291387,146.52315,4.343008,0.37887573
34.75,-111.25,2020,2,ARIZONA,60.656242,27.7517562,190.24702,4.737178,-3.2345886
34.75,-111.25,2020,3,ARIZONA,56.461773,46.174056,235.35248,4.0013742,3.0315857
34.75,-111.25,2020,4,ARIZONA,47.767475,15.119307,296.6078,3.8474586,7.911499
34.75,-111.25,2020,5,ARIZONA,30.21314,0.32020038,350.90002,4.250582,12.44104
34.75,-111.25,2020,6,ARIZONA,28.698704,26.700924,333.462,3.301762,19.112915
34.75,-111.25,2020,7,ARIZONA,43.95252,97.118775,282.3602,2.5161853,21.822723
34.75,-111.25,2020,8,ARIZONA,62.853825,188.383671,250.30632,3.189239,19.506714
34.75,-111.25,2020,9,ARIZONA,56.64755,75.186561,236.57391,2.817104,15.825653
34.75,-111.25,2020,10,ARIZONA,57.115486,22.637034,205.98183,3.7438278,9.75116
34.75,-111.25,2020,11,ARIZONA,61.99726,32.994,143.48628,3.711715,4.2915955
34.75,-111.25,2020,12,ARIZONA,70.9145,39.60759,125.37939,4.242781,1.5628357
34.75,-111.25,2021,1,ARIZONA,77.01748,57.290493,144.66556,4.5116343,-4.589508
34.75,-111.25,2021,2,ARIZONA,56.55614,11.3586618,191.85748,4.9686728,-0.38034058
34.75,-111.25,2021,3,ARIZONA,54.5078,9.526305,252.22845,3.6168318,4.2962646
34.75,-111.25,2021,4,ARIZONA,43.99995,21.623448,309.29907,3.8738542,9.158905
34.75,-111.25,2021,5,ARIZONA,31.442173,16.614489,342.52643,4.0068235,13.141785
34.75,-111.25,2021,6,ARIZONA,24.651535,15.958857,332.32248,3.455806,19.867554
34.75,-111.25,2021,7,ARIZONA,15.622892,0.0002613,361.54498,3.695298,21.489563
34.75,-111.25,2021,8,ARIZONA,47.419933,99.448965,258.8484,2.7581306,22.266052
34.75,-111.25,2021,9,ARIZONA,69.423195,151.864929,217.2162,3.0117025,16.945435
34.75,-111.25,2021,10,ARIZONA,69.75772,86.40582,175.4873,3.2771,11.082855
34.75,-111.25,2021,11,ARIZONA,66.60845,35.324871,147.28207,4.928534,3.040863
34.75,-111.25,2021,12,ARIZONA,72.53678,56.001513,135.39426,4.583057,-1.262146
34.75,-111.25,2022,1,ARIZONA,80.21951,124.243155,121.40048,4.084986,-0.31988525
34.75,-111.25,2022,2,ARIZONA,81.53529,181.81023,141.09406,4.4355063,1.5526428
34.75,-111.25,2022,3,ARIZONA,65.64811,77.459028,229.06726,4.813027,1.275238
34.75,-111.25,2022,4,ARIZONA,70.20985,85.46361,256.70667,3.426064,6.5323486
34.75,-111.25,2022,5,ARIZONA,47.121086,11.6400495,325.0159,3.73988,9.28891
34.75,-111.25,2022,6,ARIZONA,45.76307,41.516244,327.68094,3.6448588,13.735016
34.75,-111.25,2022,7,ARIZONA,46.910877,53.621121,289.9252,2.4131804,20.4263
34.75,-111.25,2022,8,ARIZONA,48.097816,76.75248,268.7477,2.7126873,19.811798
34.75,-111.25,2022,9,ARIZONA,68.31831,108.976185,195.70644,2.5355597,16.329742
34.75,-111.25,2022,10,ARIZONA,56.40417,24.649608,196.91513,3.3380392,10.072174
34.75,-111.25,2022,11,ARIZONA,74.201775,73.583472,148.70557,3.6887076,5.5689087
34.75,-111.25,2022,12,ARIZONA,70.21508,87.42441,127.9888,4.0588636,-1.0171204
34.75,-111.25,2023,1,ARIZONA,68.03134,50.815449,140.69376,4.5147038,-2.3246765
34.75,-111.25,2023,2,ARIZONA,79.39114,33.99222,191.50151,3.9627123,-7.354126
34.75,-111.25,2023,3,ARIZONA,74.59666,33.716487,235.7049,3.6013987,4.080261
34.75,-111.25,2023,4,ARIZONA,54.354847,12.4087734,290.39172,3.1531148,10.130432
34.75,-111.25,2023,5,ARIZONA,38.639946,14.929917,326.84436,3.7396774,14.352325
34.75,-111.25,2023,6,ARIZONA,33.489906,17.1924108,334.16092,3.342842,17.261871
34.75,-111.25,2023,7,ARIZONA,39.27351,49.186398,294.8515,2.683193,21.739624
34.75,-111.25,2023,8,ARIZONA,43.989944,82.061241,267.5182,2.6947331,21.208405
34.75,-111.25,2023,9,ARIZONA,56.412697,54.794979,226.96844,3.0782497,16.334198
34.75,-111.25,2023,10,ARIZONA,72.956505,86.92893,179.85248,3.3927855,10.424438
34.75,-111.25,2023,11,ARIZONA,67.21843,56.015235,145.68047,3.9962416,1.0671692
34.75,-111.25,2023,12,ARIZONA,67.56532,18.4089285,134.53482,3.532487,-1.2842712
34.75,-111.25,2024,1,ARIZONA,71.400345,25.6173402,145.12398,4.231262,-2.0601807
34.75,-111.25,2024,2,ARIZONA,76.369675,39.097059,175.2743,4.282506,-1.303894
34.75,-111.25,2024,3,ARIZONA,62.587193,88.53303,232.08536,4.6138105,1.5159912
34.75,-111.25,2024,4,ARIZONA,51.292866,32.457489,309.6499,4.294374,4.865387
34.75,-111.25,2024,5,ARIZONA,39.264618,15.340623,340.35028,3.7942243,13.158905
34.75,-111.25,2024,6,ARIZONA,34.952938,17.139777,336.85272,4.2394233,15.000671
34.75,-111.25,2024,7,ARIZONA,17.070116,0.37818819,349.53616,3.2628999,22.087006
34.75,-111.25,2024,8,ARIZONA,25.251608,18.864975,305.27695,2.9029553,21.315216
34.75,-111.25,2024,9,ARIZONA,40.98474,17.614098,256.00076,3.2933035,17.414734
34.75,-111.25,2024,10,ARIZONA,64.6616,74.195415,179.40224,2.601895,11.403259
34.75,-111.25,2024,11,ARIZONA,68.96511,38.935185,158.8327,3.2194836,5.6249695
34.75,-111.25,2024,12,ARIZONA,58.37515,17.525646,130.71225,4.1818943,0.93252563
34.75,-111.25,2025,1,ARIZONA,72.53942,52.087296,140.4302,4.314936,-1.6729126
34.75,-111.25,2025,2,ARIZONA,63.310684,37.395924,171.83177,4.3010874,1.8622131
34.75,-111.25,2025,3,ARIZONA,61.89792,65.064489,234.44498,4.7905593,2.5773926
34.75,-111.25,2025,4,ARIZONA,48.73289,10.2493116,298.43692,4.1949935,6.4987793
34.75,-111.25,2025,5,ARIZONA,49.230686,61.1286,284.00748,3.9154527,11.280304
34.75,-111.25,2025,6,ARIZONA,54.332256,59.890833,281.2449,2.9855442,16.311005
34.75,-111.25,2025,7,ARIZONA,53.335045,108.94257,281.70764,2.6986175,20.615479
34.75,-111.25,2025,8,ARIZONA,41.955452,35.885994,289.5369,2.6100519,20.610535
34.75,-111.25,2025,9,ARIZONA,59.75045,135.93414,221.2504,2.7563422,16.676117
34.75,-111.25,2025,10,ARIZONA,72.70144,89.700099,163.41406,3.9461079,9.496979
34.75,-111.25,2025,11,ARIZONA,55.83942,1.60227669,163.78589,4.3758254,2.164032
34.75,-111.25,2025,12,ARIZONA,65.258446,52.593741,129.1237,5.028854,-1.8584595
34.75,-111.25,2026,1,ARIZONA,67.89586,80.710158,130.63196,5.869735,-1.3302917
34.75,-111.25,2026,2,ARIZONA,73.319626,71.66892,168.24554,4.5480113,2.1819458
34.75,-111.25,2026,3,ARIZONA,62.33498,32.40561,237.03152,4.8055625,3.7462769
34.75,-111.25,2026,4,ARIZONA,54.703926,20.08956,300.24258,3.820285,8.397827
34.75,-111.25,2026,5,ARIZONA,34.928616,1.82060256,342.23923,3.2014635,12.335449
34.75,-111.25,2026,6,ARIZONA,20.638046,0.28146627,365.97363,3.7928867,17.726532
34.75,-111.25,2026,7,ARIZONA,42.041878,83.304084,279.5605,2.7702763,21.97638
34.75,-111.25,2026,8,ARIZONA,61.882114,112.506696,245.22682,2.6845975,19.548218
34.75,-111.25,2026,9,ARIZONA,59.089134,74.35677,217.28143,2.4068742,17.674042
34.75,-111.25,2026,10,ARIZONA,77.31097,147.76545,169.6967,2.7921593,11.412964
34.75,-111.25,2026,11,ARIZONA,77.62042,69.086331,131.82593,3.921156,5.1815796
34.75,-111.25,2026,12,ARIZONA,76.02843,48.424656,115.40444,4.4661202,2.0324097
34.75,-111.25,2027,1,ARIZONA,74.9901,73.526379,120.52468,5.43294,2.2341614
34.75,-111.25,2027,2,ARIZONA,82.32284,130.794582,127.821686,3.6109154,4.630127
34.75,-111.25,2027,3,ARIZONA,73.38919,115.315734,198.9681,4.842581,2.7478333
34.75,-111.25,2027,4,ARIZONA,59.873707,28.261455,281.02835,4.0383763,7.9535217
34.75,-111.25,2027,5,ARIZONA,39.68154,11.8919349,342.3736,3.8811257,12.415039
34.75,-111.25,2027,6,ARIZONA,44.373753,71.690706,309.15945,2.9824605,18.1958
34.75,-111.25,2027,7,ARIZONA,42.200516,55.057941,301.82187,2.8017883,20.287567
34.75,-111.25,2027,8,ARIZONA,40.518494,43.256229,278.76135,2.7678874,21.788086
34.75,-111.25,2027,9,ARIZONA,40.88486,44.665263,247.27884,2.7402732,18.19394
34.75,-111.25,2027,10,ARIZONA,68.28835,26.4216702,190.23482,3.6903868,9.765167
34.75,-111.25,2027,11,ARIZONA,63.40326,42.323703,140.7661,5.767708,2.1351624
34.75,-111.25,2027,12,ARIZONA,57.09186,18.688143,137.43083,4.099545,-1.9758911
34.75,-111.25,2028,1,ARIZONA,62.16,20.840664,147.90886,4.565588,-2.2324219
34.75,-111.25,2028,2,ARIZONA,68.74806,52.692801,167.29143,4.258028,1.7304077
34.75,-111.25,2028,3,ARIZONA,63.014587,82.094115,216.77173,4.52694,3.3652344
34.75,-111.25,2028,4,ARIZONA,60.445152,36.889758,261.45853,3.495025,8.0043335
34.75,-111.25,2028,5,ARIZONA,52.554585,52.614639,299.8256,3.8314342,10.264954
34.75,-111.25,2028,6,ARIZONA,28.327602,2.0162658,362.47308,3.4928749,18.692505
34.75,-111.25,2028,7,ARIZONA,30.217262,23.4776562,293.9559,2.855138,22.381775
34.75,-111.25,2028,8,ARIZONA,29.78044,29.598813,292.93314,3.1354876,21.758423
34.75,-111.25,2028,9,ARIZONA,37.60014,9.2366088,266.87827,3.6467106,16.218597
34.75,-111.25,2028,10,ARIZONA,59.268463,38.130558,199.24527,4.38892,9.199097
34.75,-111.25,2028,11,ARIZONA,62.433453,35.127432,154.70634,3.5690777,5.3127747
34.75,-111.25,2028,12,ARIZONA,59.02881,30.475143,133.13654,4.7042794,0.06765747
34.75,-111.25,2029,1,ARIZONA,68.880775,19.5128901,145.10435,3.4617643,0.7421875
34.75,-111.25,2029,2,ARIZONA,78.66682,112.43928,154.90385,4.8688464,1.8476562
34.75,-111.25,2029,3,ARIZONA,64.47647,78.501162,231.24158,4.6618295,4.586334
34.75,-111.25,2029,4,ARIZONA,66.43812,86.905461,240.78242,3.7516785,7.9397583
34.75,-111.25,2029,5,ARIZONA,64.90782,118.08942,261.96722,3.9404452,10.111542
34.75,-111.25,2029,6,ARIZONA,70.48945,156.51816,263.43298,2.43717,16.229828
34.75,-111.25,2029,7,ARIZONA,58.5327,112.88205,279.1093,2.5491374,20.217346
34.75,-111.25,2029,8,ARIZONA,49.290188,53.010546,280.01126,2.5358696,20.06308
34.75,-111.25,2029,9,ARIZONA,56.190395,61.11813,231.43854,2.9069524,17.677216
34.75,-111.25,2029,10,ARIZONA,48.00663,11.6155779,213.98259,3.1068118,10.470581
34.75,-111.25,2029,11,ARIZONA,71.75081,88.052565,125.8774,3.4537747,6.087921
34.75,-111.25,2029,12,ARIZONA,68.436646,36.682845,130.57436,3.7949016,2.2324524
34.75,-111.25,2030,1,ARIZONA,73.960655,43.15275,128.35457,3.85299,-1.0509033
34.75,-111.25,2030,2,ARIZONA,72.62096,117.874368,169.99614,4.782171,2.1409912
34.75,-111.25,2030,3,ARIZONA,77.70559,143.15202,185.71223,4.883484,2.9612732
34.75,-111.25,2030,4,ARIZONA,63.875427,53.045727,256.24115,4.582314,5.717346
34.75,-111.25,2030,5,ARIZONA,55.335083,72.931116,317.4709,3.3846593,10.679382
34.75,-111.25,2030,6,ARIZONA,39.881245,19.6068192,334.59442,3.4614143,17.274658
34.75,-111.25,2030,7,ARIZONA,29.92343,25.6979532,307.76205,2.770878,22.979767
34.75,-111.25,2030,8,ARIZONA,41.396034,53.409972,284.188,2.6048894,21.540955
34.75,-111.25,2030,9,ARIZONA,30.17302,0.51916878,277.34503,3.1940176,17.859985
34.75,-111.25,2030,10,ARIZONA,35.83788,4.9981938,216.58076,3.1690888,11.404083
34.75,-111.25,2030,11,ARIZONA,65.34786,27.627879,149.1618,2.9389558,5.461334
34.75,-111.25,2030,12,ARIZONA,56.218437,11.6974764,132.52745,4.247235,1.3368225
34.75,-91.75,2020,1,ARKANSAS,69.55416,66.199959,125.12873,3.969044,6.283081
34.75,-91.75,2020,2,ARKANSAS,74.27472,99.171732,155.50745,3.7141585,8.380524
34.75,-91.75,2020,3,ARKANSAS,65.78861,65.890152,221.1306,4.0317664,7.8193054
34.75,-91.75,2020,4,ARKANSAS,67.269264,58.952607,271.96274,3.8594112,15.998779
34.75,-91.75,2020,5,ARKANSAS,77.190575,128.082519,232.45447,3.9193323,20.666748
34.75,-91.75,2020,6,ARKANSAS,64.30871,55.387653,303.3219,3.0941205,25.842499
34.75,-91.75,2020,7,ARKANSAS,49.38594,50.723988,293.3448,2.3936503,29.591309
34.75,-91.75,2020,8,ARKANSAS,45.919655,34.583991,264.88312,2.9522445,30.333069
34.75,-91.75,2020,9,ARKANSAS,46.557472,39.437091,223.68958,3.1996994,26.910492
34.75,-91.75,2020,10,ARKANSAS,63.208035,109.390626,171.55362,3.5696993,17.582123
34.75,-91.75,2020,11,ARKANSAS,75.388535,53.453529,135.20784,3.5147023,9.870605
34.75,-91.75,2020,12,ARKANSAS,77.49768,118.531236,113.0089,3.7947807,6.834137
34.75,-91.75,2021,1,ARKANSAS,77.55628,107.504331,118.50601,3.9063814,5.1516113
34.75,-91.75,2021,2,ARKANSAS,70.382835,89.183241,168.04475,3.9971592,5.461151
34.75,-91.75,2021,3,ARKANSAS,70.1596,87.31851,219.7801,4.0749617,11.941467
34.75,-91.75,2021,4,ARKANSAS,69.665344,97.95825,259.2667,3.7940345,14.7734375
34.75,-91.75,2021,5,ARKANSAS,79.24035,195.41883,255.16287,3.6555543,20.550934
34.75,-91.75,2021,6,ARKANSAS,79.235725,127.13526,280.2632,2.41651,23.126099
34.75,-91.75,2021,7,ARKANSAS,66.44123,40.941981,304.7409,2.670602,27.682465
34.75,-91.75,2021,8,ARKANSAS,40.7029,22.140084,285.06656,2.9011674,31.079865
34.75,-91.75,2021,9,ARKANSAS,57.565277,39.46617,217.99359,3.9726665,26.758423
34.75,-91.75,2021,10,ARKANSAS,41.031322,8.7796641,195.32262,3.2752142,19.318268
34.75,-91.75,2021,11,ARKANSAS,68.018585,86.495355,132.9097,3.7723303,13.032745
34.75,-91.75,2021,12,ARKANSAS,79.25761,120.214905,116.97303,3.4845595,7.3699036
34.75,-91.75,2022,1,ARKANSAS,70.99109,64.68441,116.80479,3.5669925,2.4154358
34.75,-91.75,2022,2,ARKANSAS,79.13915,83.409327,151.06409,3.7743187,9.798096
34.75,-91.75,2022,3,ARKANSAS,73.55652,82.71288,210.41643,4.0841613,15.250946
34.75,-91.75,2022,4,ARKANSAS,74.189705,94.486257,227.85672,3.4705873,15.807007
34.75,-91.75,2022,5,ARKANSAS,81.98488,284.70819,211.3244,3.7477245,19.743317
34.75,-91.75,2022,6,ARKANSAS,82.21215,182.32773,286.39594,3.339828,24.035828
34.75,-91.75,2022,7,ARKANSAS,81.0686,140.577021,261.44244,2.5220244,24.828949
